"tank_id","treatment","fish_id","initial_fish_count","final_fish_count","weight_initial_g","weight_final_g","feed_intake_tank_g","length_final_cm","liver_weight_g","viscera_weight_g","fat_weight_g","protein_content_pct","weight_gain_g","weight_gain_pct","sgr","condition_factor","hsi","vsi","pfr"
"T7","Diet_B",97,15,15,9.9,43.53,669,18.7,0.87,2.61,0.65,0.45,33.63,339.69696969697,2.46819266403944,0.66567745335326,1.9986216402481,5.99586492074431,1.49322306455318
"T7","Diet_B",98,15,15,10.42,41.74,669,18.3,0.83,2.5,0.63,0.45,31.32,300.575815738964,2.31288810887306,0.681081643805396,1.98850023957834,5.98945855294681,1.5093435553426
"T7","Diet_B",99,15,15,8.39,37.6,669,17.5,0.75,2.26,0.56,0.45,29.21,348.152562574493,2.49993921652789,0.701574344023324,1.99468085106383,6.01063829787234,1.48936170212766
"T7","Diet_B",100,15,15,9.27,39.43,669,17.9,0.79,2.37,0.59,0.45,30.16,325.350593311758,2.41290594718629,0.687492055831399,2.0035505959929,6.0106517879787,1.49632259700735
"T7","Diet_B",101,15,15,8.46,35.08,669,17,0.7,2.1,0.53,0.45,26.62,314.657210401891,2.37046998980975,0.714024017911663,1.99543899657925,5.98631698973774,1.51083238312429
"T7","Diet_B",102,15,15,9.31,37.44,669,17.5,0.75,2.25,0.56,0.45,28.13,302.148227712137,2.31941760053403,0.698588921282799,2.00320512820513,6.00961538461539,1.4957264957265
"T7","Diet_B",103,15,15,10.12,41.66,669,18.3,0.83,2.5,0.62,0.45,31.54,311.660079051383,2.35837961995584,0.679776264516837,1.99231877100336,6.00096015362458,1.4882381180989
"T7","Diet_B",104,15,15,8.64,39.62,669,17.9,0.79,2.38,0.59,0.45,30.98,358.564814814815,2.53821909742407,0.690804850419478,1.99394245330641,6.00706713780919,1.48914689550732
"T7","Diet_B",105,15,15,10.59,39.37,669,17.9,0.79,2.36,0.59,0.45,28.78,271.76581680831,2.18848990890388,0.686445910172006,2.00660401320803,5.99441198882398,1.49860299720599
"T8","Diet_B",106,15,15,10.29,34.89,618.87,17,0.7,2.09,0.52,0.45,24.6,239.067055393586,2.03504617558787,0.710156727050682,2.00630553167097,5.9902550874176,1.49039839495557
"T8","Diet_B",107,15,15,9.1,36.19,618.87,17.2,0.72,2.17,0.54,0.45,27.09,297.692307692308,2.30084737342141,0.711218823499818,1.98949986184029,5.99613152804642,1.49212489638022
"T8","Diet_B",108,15,15,10.23,35.71,618.87,17.1,0.71,2.14,0.54,0.45,25.48,249.071358748778,2.08351030273804,0.714169862031822,1.98823858863064,5.99271912629516,1.51218146177541
"T8","Diet_B",109,15,15,10.75,39.19,618.87,17.8,0.78,2.35,0.59,0.45,28.44,264.558139534884,2.15585976272978,0.694888711418516,1.99030364889002,5.99642766011738,1.50548609339117
"T8","Diet_B",110,15,15,11.06,35.03,618.87,17,0.7,2.1,0.53,0.45,23.97,216.726943942134,1.92144973519201,0.713006309790352,1.99828718241507,5.99486154724522,1.5129888666857
"T8","Diet_B",111,15,15,9.79,39.69,618.87,17.9,0.79,2.38,0.6,0.45,29.9,305.413687436159,2.33289635042093,0.692025353688771,1.99042579994961,5.99647266313933,1.51171579743008
"T8","Diet_B",112,15,15,9.91,34.65,618.87,16.9,0.69,2.08,0.52,0.45,24.74,249.646821392533,2.08625562882336,0.717865571229357,1.99134199134199,6.002886002886,1.5007215007215
"T8","Diet_B",113,15,15,9.91,43.49,618.87,18.7,0.87,2.61,0.65,0.45,33.58,338.849646821392,2.46497779711275,0.66506575801363,2.00045987583352,6.00137962750057,1.49459645895608
"T8","Diet_B",114,15,15,11.44,39.38,618.87,17.9,0.79,2.36,0.59,0.45,27.94,244.230769230769,2.06023681209888,0.686620267781905,2.00609446419502,5.99288979177247,1.49822244794312
"T8","Diet_B",115,15,15,11.13,35.9,618.87,17.2,0.72,2.15,0.54,0.45,24.77,222.551662174304,1.95182188367797,0.705519639780145,2.00557103064067,5.98885793871866,1.5041782729805
"T8","Diet_B",116,15,15,10.83,38.72,618.87,17.7,0.77,2.32,0.58,0.45,27.89,257.52539242844,2.12339366899246,0.698257404152359,1.98863636363636,5.99173553719008,1.49793388429752
"T8","Diet_B",117,15,15,9.71,36.94,618.87,17.4,0.74,2.22,0.55,0.45,27.23,280.43254376931,2.22689782077977,0.701211687722,2.00324851109908,6.00974553329724,1.48890092041148
"T8","Diet_B",118,15,15,10.37,39.11,618.87,17.8,0.78,2.35,0.59,0.45,28.74,277.145612343298,2.21243527754331,0.693470209328353,1.99437484019432,6.00869342879059,1.50856558424955
"T8","Diet_B",119,15,15,10.4,38.73,618.87,17.7,0.77,2.32,0.58,0.45,28.33,272.403846153846,2.19134781229889,0.698437739225746,1.98812290214304,5.99018848437903,1.49754712109476
"T8","Diet_B",120,15,15,8.96,34.96,618.87,17,0.7,2.1,0.52,0.45,26,290.178571428571,2.26905720633416,0.711581518420517,2.00228832951945,6.00686498855835,1.48741418764302
"T9","Diet_B",121,15,15,8.27,35.63,649.545,17.1,0.71,2.14,0.53,0.45,27.36,330.834340991536,2.43425578430357,0.712569929548973,1.9927027785574,6.0061745719899,1.48751052483862
"T9","Diet_B",122,15,15,10.64,38.9,649.545,17.8,0.78,2.33,0.58,0.45,28.26,265.601503759398,2.16062294451817,0.689746641341676,2.00514138817481,5.98971722365039,1.49100257069409
"T9","Diet_B",123,15,15,8.47,42.92,649.545,18.6,0.86,2.58,0.64,0.45,34.45,406.729634002361,2.70467901516423,0.666992392681359,2.00372786579683,6.01118359739049,1.49114631873253
"T9","Diet_B",124,15,15,10,41.25,649.545,18.2,0.83,2.48,0.62,0.45,31.25,312.5,2.36177669964441,0.684242095303561,2.01212121212121,6.01212121212121,1.5030303030303
"T9","Diet_B",125,15,15,10.25,36.13,649.545,17.2,0.72,2.17,0.54,0.45,25.88,252.487804878049,2.09974306595855,0.710039682040575,1.99280376418489,6.00608912261279,1.49460282313867
"T9","Diet_B",126,15,15,10.56,40.48,649.545,18.1,0.81,2.43,0.61,0.45,29.92,283.333333333333,2.23955791116849,0.682660507431943,2.00098814229249,6.00296442687747,1.50691699604743
"T9","Diet_B",127,15,15,10.19,37.85,649.545,17.6,0.76,2.27,0.57,0.45,27.66,271.44259077527,2.18704022108137,0.694269170266717,2.00792602377807,5.99735799207398,1.50594451783355
"T9","Diet_B",128,15,15,9.27,38.9,649.545,17.8,0.78,2.33,0.58,0.45,29.63,319.633225458468,2.39035145174439,0.689746641341676,2.00514138817481,5.98971722365039,1.49100257069409
"T9","Diet_B",129,15,15,10.99,38.78,649.545,17.8,0.78,2.33,0.58,0.45,27.79,252.866242038217,2.10153146899829,0.687618888206432,2.01134605466735,6.00825167612171,1.49561629706034
"T9","Diet_B",130,15,15,11.74,45.73,649.545,19.1,0.91,2.74,0.69,0.45,33.99,289.522998296422,2.26625453878336,0.656298028479574,1.98994095779576,5.99169035643997,1.50885633063634
"T9","Diet_B",131,15,15,10.88,34.44,649.545,16.9,0.69,2.07,0.52,0.45,23.56,216.544117647059,1.92048739688622,0.713514870797664,2.00348432055749,6.01045296167247,1.50987224157956
"T9","Diet_B",132,15,15,8.06,38.3,649.545,17.7,0.77,2.3,0.57,0.45,30.24,375.186104218362,2.59756056611344,0.690683331070128,2.01044386422977,6.00522193211488,1.48825065274151
"T9","Diet_B",133,15,15,11.4,32.66,649.545,16.5,0.65,1.96,0.49,0.45,21.26,186.491228070175,1.75422955356978,0.727050115479867,1.99020208205756,6.00122473974281,1.5003061849357
"T9","Diet_B",134,15,15,9.94,39.77,649.545,18,0.8,2.39,0.6,0.45,29.83,300.10060362173,2.31090973091853,0.681927297668039,2.01156650741765,6.00955494091023,1.50867488056324
"T9","Diet_B",135,15,15,10.52,41.29,649.545,18.3,0.83,2.48,0.62,0.45,30.77,292.490494296578,2.27890355431406,0.673738885307254,2.01017195446839,6.00629692419472,1.50157423104868
